AnimalID,AnimalType,IntakeDate,IntakeType,IntakeSubtype,PrimaryColor,PrimaryBreed,Gender,SecondaryColor,DOB,IntakeReason,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeAsilomarStatus,ReproductiveStatusAtOutcome
A602743,DOG,10/23/2016 17:53,STRAY,FIELD,WHITE,BEAGLE,SPAYED FEMALE,BROWN,10/23/2006 0:00,STRAY,AGED,TREATABLE/MANAGEABLE,ALTERED,10/25/2016 23:59,RTO,IN KENNEL,TREATABLE/MANAGEABLE,ALTERED
A427211,DOG,11/26/2010 13:58,OWNER SUR,OTC,BROWN,AMERICAN FOXHOUND,SPAYED FEMALE,WHITE,11/26/2009 0:00,AGG ANIMAL,NORMAL,HEALTHY,ALTERED,11/28/2010 11:40,TRANSFER,KHS,HEALTHY,ALTERED
A596887,DOG,10/28/2016 12:15,STRAY,FIELD,BLACK,PIT BULL TERRIER,SPAYED FEMALE,WHITE,8/11/2014 0:00,STRAY,NORMAL,HEALTHY,ALTERED,11/8/2016 14:17,ADOPTION,INTERNET,HEALTHY,ALTERED
A400126,DOG,12/8/2009 14:27,OWNER SUR,OTC,BROWN,PIT BULL TERRIER,SPAYED FEMALE,WHITE,12/8/2007 0:00,ESCAPES,NORMAL,HEALTHY,ALTERED,1/11/2010 14:04,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A395384,DOG,10/8/2009 11:11,OWNER SUR,OTC,BROWN,YORKSHIRE TERRIER,NEUTERED MALE,BLACK,10/8/2000 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,10/15/2009 17:39,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A601835,DOG,11/12/2016 12:27,FOSTER,RETURN,TAN,PIT BULL TERRIER,SPAYED FEMALE,WHITE,10/7/2006 0:00,RESPONSIBL,AGED,TREATABLE/MANAGEABLE,ALTERED,11/12/2016 23:59,ADOPTION,WALK IN,HEALTHY,ALTERED
A431101,DOG,2/3/2011 15:00,OWNER SUR,OTC,RED,BOXER,FEMALE,WHITE,8/3/2008 0:00,MOVE,NORMAL,HEALTHY,FERTILE,2/9/2011 15:05,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A440047,CAT,6/27/2011 19:40,OWNER SUR,OTC,BLACK,MANX,SPAYED FEMALE,WHITE,12/27/2008 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,7/20/2011 13:47,ADOPTION,WALK IN,HEALTHY,ALTERED
A430620,CAT,1/26/2011 17:08,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,MALE,BLACK,9/16/2010 0:00,COST,NORMAL,HEALTHY,FERTILE,1/27/2011 9:18,TRANSFER,KHS,HEALTHY,FERTILE
A263947,CAT,2/21/2006 16:36,OWNER SUR,FIELD,BLACK,DOMESTIC SHORTHAIR,FEMALE,BLACK TIGER,8/21/2005 0:00,COST,NORMAL,HEALTHY,FERTILE,3/1/2006 10:38,EUTH,MEDICAL,HEALTHY,FERTILE
A001155,DOG,3/26/2005 8:35,OWNER SUR,OTC,BLACK,LABRADOR RETRIEVER,MALE,WHITE,12/26/2004 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,3/27/2005 12:00,ADOPTION,RESCUE GRP,HEALTHY,FERTILE
A362627,DOG,9/18/2008 9:25,OWNER SUR,FIELD,WHITE,PIT BULL TERRIER,FEMALE,BROWN,9/18/2007 0:00,COST,NORMAL,HEALTHY,FERTILE,9/22/2008 14:40,EUTH,BREED,HEALTHY,FERTILE
A297898,DOG,2/7/2007 17:16,OWNER SUR,OTC,BLACK,BEAGLE,MALE,TAN,2/7/2006 0:00,LANDLORD,FEARFUL,HEALTHY,FERTILE,2/7/2007 17:32,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A331248,DOG,11/3/2007 21:25,OWNER SUR,OTC,WHITE,BORDER TERRIER,NEUTERED MALE,BLACK,10/20/2006 0:00,HYPER,NORMAL,HEALTHY,ALTERED,12/12/2007 14:17,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A407606,CAT,3/22/2010 12:40,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,3/22/2006 0:00,MOVE,NORMAL,HEALTHY,ALTERED,3/30/2010 16:29,EUTH,TIME/SPACE,HEALTHY,ALTERED
A341253,CAT,2/11/2008 9:54,OWNER SUR,OTC,ORANGE,DOMESTIC MEDIUMHAIR,MALE,WHITE,2/11/2007 0:00,COST,NORMAL,HEALTHY,FERTILE,2/23/2008 9:57,TRANSFER,KHS,HEALTHY,FERTILE
A278450,DOG,8/13/2006 18:26,OWNER SUR,FIELD,BLACK,BLACK AND TAN COONOUND,MALE,BROWN,8/13/2005 0:00,CRUELTY,NORMAL,HEALTHY,FERTILE,10/31/2006 12:00,EUTH,TIME/SPACE,HEALTHY,FERTILE
A531482,DOG,7/9/2014 17:38,OWNER SUR,OTC,TAN,CHIHUAHUA - SMOOTH COATED,SPAYED FEMALE,WHITE,7/9/2011 0:00,MOVE,FEARFUL,HEALTHY,ALTERED,7/19/2014 16:49,ADOPTION,WALK IN,HEALTHY,ALTERED
A363615,RABBIT,10/11/2008 10:48,RETURN,OTC,GRAY,RABBIT SH,NEUTERED MALE,WHITE,3/1/2008 0:00,COST,NORMAL,HEALTHY,ALTERED,10/21/2008 15:49,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A393912,CAT,9/17/2009 14:00,OWNER SUR,OTC,ORANGE TABBY,DOMESTIC SHORTHAIR,MALE,WHITE,6/17/2009 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,9/29/2009 23:59,EUTH,TIME/SPACE,HEALTHY,FERTILE
A335235,DOG,6/3/2008 19:15,OWNER SUR,OTC,BROWN BRINDLE,GERMAN SHEPHERD DOG,NEUTERED MALE,WHITE,11/8/2007 0:00,ESCAPES,NORMAL,HEALTHY,ALTERED,6/6/2008 14:10,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A434475,DOG,4/2/2011 15:44,EUTH REQ,OTC OWNED,WHITE,AKITA,NEUTERED MALE,CHOCOLATE,4/2/2010 0:00,AGG PEOPLE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,4/2/2011 15:51,EUTH,REQUESTED,HEALTHY,ALTERED
A364696,DOG,10/16/2008 18:11,OWNER SUR,OTC,BLACK BRINDLE,PIT BULL TERRIER,FEMALE,WHITE,10/16/2005 0:00,ABANDON,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,10/16/2008 18:18,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A418463,DOG,8/9/2010 20:19,OWNER SUR,OTC,BROWN,JACK RUSS TER,SPAYED FEMALE,WHITE,2/9/2010 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,8/24/2010 11:29,ADOPTION,WEB METRO,HEALTHY,ALTERED
A291659,DOG,11/15/2006 10:00,RETURN,OTC,RED MERLE,AUSTRALIAN CATTLE DOG,SPAYED FEMALE,WHITE,9/20/2006 0:00,ESCAPES,NORMAL,HEALTHY,ALTERED,11/5/2007 23:59,EUTH,BEHAV HIST,HEALTHY,ALTERED
A346906,DOG,4/13/2008 18:32,OWNER SUR,OTC,FAWN,CHIHUAHUA - SMOOTH COATED,SPAYED FEMALE,WHITE,4/13/2005 0:00,ATTENTION,FEARFUL,HEALTHY,ALTERED,4/29/2008 15:17,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A367271,CAT,11/18/2008 15:38,OWNER SUR,OTC,ORANGE TABBY,DOMESTIC SHORTHAIR,FEMALE,WHITE,9/18/2008 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,11/22/2008 15:02,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A360761,DOG,8/27/2008 19:47,EUTH REQ,OTC OWNED,BLACK,GERMAN SHEPHERD DOG,MALE,TAN,8/27/1996 0:00,EUTH OLD,AGED,UNHEALTHY/UNTREATABLE,FERTILE,8/27/2008 23:13,EUTH,TOO OLD,HEALTHY,FERTILE
A405554,DOG,2/25/2010 10:56,OWNER SUR,OTC,WHITE,SHIH TZU,MALE,TAN,2/25/2006 0:00,COST,NORMAL,HEALTHY,FERTILE,3/2/2010 15:09,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A422768,DOG,9/29/2010 17:02,OWNER SUR,FIELD,BROWN,AUSTRALIAN SHEPHERD,SPAYED FEMALE,BLACK,9/29/2008 0:00,OWNER PROB,INJURED,HEALTHY,ALTERED,10/25/2010 13:28,TRANSFER,KHS,HEALTHY,ALTERED
A252189,DOG,10/10/2005 12:34,EUTH REQ,OTC OWNED,WHITE,PIT BULL TERRIER,MALE,TAN,10/10/1999 0:00,EUTH ILL,SICK,UNHEALTHY/UNTREATABLE,FERTILE,10/10/2005 23:59,EUTH,MEDICAL,HEALTHY,FERTILE
A417661,DOG,7/31/2010 18:56,OWNER SUR,OTC,BROWN,PIT BULL TERRIER,FEMALE,WHITE,7/31/2007 0:00,OWNER PROB,FEARFUL,HEALTHY,FERTILE,8/4/2010 17:34,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A350786,DOG,5/21/2008 20:08,EUTH REQ,FIELD OWN,BROWN,BOXER,MALE,WHITE,11/21/2006 0:00,RESPONSIBL,NORMAL,UNHEALTHY/UNTREATABLE,FERTILE,5/21/2008 20:35,EUTH,REQUESTED,HEALTHY,FERTILE
A420237,CAT,8/29/2010 21:19,OWNER SUR,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,8/29/2002 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,9/1/2010 11:00,ADOPTION,FRIEND,HEALTHY,ALTERED
A370822,CAT,1/3/2009 13:43,OWNER SUR,OTC,GRAY TIGER,DOMESTIC SHORTHAIR,NEUTERED MALE,BLACK,8/3/2008 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,1/9/2009 11:05,ADOPTION,WALK IN,HEALTHY,ALTERED
A307541,DOG,4/26/2007 13:50,EUTH REQ,OTC OWNED,BLACK,PARSON (JACK) RUSSELL TERRIER,SPAYED FEMALE,WHITE,4/26/1990 0:00,EUTH ILL,AGED,UNHEALTHY/UNTREATABLE,ALTERED,4/26/2007 14:05,EUTH,REQUESTED,HEALTHY,ALTERED
A396702,CAT,10/24/2009 11:55,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,FEMALE,WHITE,8/24/2009 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,10/28/2009 23:59,EUTH,TOO YOUNG,HEALTHY,FERTILE
A342345,DOG,2/22/2008 10:25,OWNER SUR,OTC,BLACK,LABRADOR RETRIEVER,FEMALE,BROWN,11/19/2007 0:00,NOFRIENDLY,NORMAL,HEALTHY,FERTILE,2/22/2008 13:16,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A343600,DOG,3/7/2008 16:30,OWNER SUR,OTC,BLACK,CHOW CHOW,FEMALE,WHITE,2/1/2008 0:00,COST,FEARFUL,HEALTHY,FERTILE,3/10/2008 15:59,TRANSFER,KHS,HEALTHY,FERTILE
A343427,DOG,3/5/2008 16:32,OWNER SUR,OTC,BROWN,COLLIE - ROUGH,SPAYED FEMALE,WHITE,1/5/2008 0:00,FACILITY,NORMAL,HEALTHY,ALTERED,3/12/2008 17:51,ADOPTION,FRIEND,HEALTHY,ALTERED
A501498,CAT,8/23/2013 15:20,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,8/23/2010 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,8/29/2013 12:21,EUTH,TIME/SPACE,HEALTHY,ALTERED
A423363,CAT,10/6/2010 15:11,OWNER SUR,OTC,BLACK,DOMESTIC LONGHAIR,NEUTERED MALE,WHITE,10/6/1994 0:00,MOVE,AGED,TREATABLE/MANAGEABLE,ALTERED,10/8/2010 12:57,EUTH,TOO OLD,HEALTHY,ALTERED
A389136,CAT,7/16/2009 13:34,OWNER SUR,OTC,GRAY TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,GRAY,7/16/2008 0:00,COST,NORMAL,HEALTHY,ALTERED,7/21/2009 23:59,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A493762,DOG,6/10/2013 13:05,OWNER SUR,OTC,RED,AMERICAN PIT BULL TERRIER,NEUTERED MALE,WHITE,7/10/2011 0:00,MOVE,NORMAL,HEALTHY,ALTERED,6/28/2013 22:15,EUTH,TIME/SPACE,HEALTHY,ALTERED
A442771,CAT,8/9/2011 12:22,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,NEUTERED MALE,GRAY,8/9/2003 0:00,MOVE,AGED,TREATABLE/MANAGEABLE,ALTERED,8/9/2011 20:55,EUTH,TOO OLD,HEALTHY,ALTERED
A310886,DOG,5/11/2009 8:48,STRAY,OTC,BLACK,LABRADOR RETRIEVER,SPAYED FEMALE,WHITE,5/18/2003 0:00,INJURED,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,5/11/2009 8:49,EUTH,BEHAV HIST,HEALTHY,ALTERED
A433992,DOG,11/11/2016 13:53,STRAY,FIELD,WHITE,GREAT PYRENEES,SPAYED FEMALE,BROWN,12/1/2005 0:00,STRAY,OTHER,HEALTHY,ALTERED,11/11/2016 23:59,RTO,IN KENNEL,HEALTHY,ALTERED
A393772,DOG,9/15/2009 14:04,OWNER SUR,OTC,BROWN,GERMAN SHEPHERD DOG,FEMALE,BROWN,9/15/2006 0:00,ESCAPES,NORMAL,HEALTHY,FERTILE,10/4/2009 23:59,EUTH,BEHAV HIST,HEALTHY,FERTILE
A603764,DOG,11/7/2016 12:50,STRAY,OTC,WHITE,PIT BULL TERRIER,MALE,BLACK,11/7/2011 0:00,AGG ANIMAL,AGG ANIMAL,HEALTHY,FERTILE,12/24/2016 15:32,EUTH,MEDICAL,HEALTHY,FERTILE
A560168,CAT,5/9/2015 13:21,STRAY,OTC,WHITE,DOMESTIC SHORTHAIR,MALE,BROWN TABBY,4/21/2015 0:00,STRAY,FEARFUL,HEALTHY,FERTILE,5/14/2015 12:14,TRANSFER,KHS,HEALTHY,FERTILE
A348038,DOG,4/23/2008 15:34,OWNER SUR,OTC,WHITE,PARSON (JACK) RUSSELL TERRIER,SPAYED FEMALE,TAN,4/23/2006 0:00,HOUSE SOIL,NORMAL,HEALTHY,ALTERED,5/5/2008 15:05,ADOPTION,WALK IN,HEALTHY,ALTERED
A540665,DOG,10/17/2014 12:33,OWNER SUR,EUTH REQ,BROWN,LHASA APSO,MALE,WHITE,10/17/2011 0:00,BITES,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,10/17/2014 19:11,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A413116,CAT,6/4/2010 13:23,OWNER SUR,OTC,BLACK TABBY,DOMESTIC SHORTHAIR,FEMALE,WHITE,4/19/2010 0:00,COST,NORMAL,HEALTHY,FERTILE,6/9/2010 13:05,EUTH,TOO YOUNG,HEALTHY,FERTILE
A395031,CAT,10/3/2009 14:20,OWNER SUR,OTC,CALICO,DOMESTIC MEDIUMHAIR,SPAYED FEMALE,MUTED,10/3/2001 0:00,LANDLORD,NORMAL,HEALTHY,ALTERED,10/7/2009 18:19,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A400266,DOG,12/9/2009 13:22,OWNER SUR,OTC,BROWN BRINDLE,PIT BULL TERRIER,MALE,WHITE,12/9/2000 0:00,MOVE,NORMAL,HEALTHY,FERTILE,12/10/2009 12:47,EUTH,TOO OLD,HEALTHY,FERTILE
A370788,DOG,1/2/2009 10:42,STRAY,OTC,BLACK,MINIATURE PINSCHER,FEMALE,TAN,1/2/2007 0:00,STRAY,NORMAL,HEALTHY,FERTILE,2/3/2009 17:35,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A425442,CAT,11/5/2010 16:44,OWNER SUR,OTC,CALICO,DOMESTIC MEDIUMHAIR,FEMALE,BROWN TABBY,5/5/2009 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,11/12/2010 12:44,EUTH,TIME/SPACE,HEALTHY,FERTILE
A384643,DOG,5/23/2009 8:34,OWNER SUR,OTC,BLACK,AUSTRALIAN CATTLE DOG,MALE,WHITE,9/23/2008 0:00,TOO MANY,FEARFUL,HEALTHY,FERTILE,5/30/2009 23:59,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A293621,DOG,12/16/2006 13:20,OWNER SUR,OTC,BLACK,ROTTWEILER,MALE,TAN,12/16/1998 0:00,ILL,SICK,HEALTHY,FERTILE,12/16/2006 13:25,EUTH,MEDICAL,HEALTHY,FERTILE
A470892,DOG,7/10/2012 15:13,OWNER SUR,OTC,BLACK,DOBERMAN PINSCHER,MALE,TAN,7/10/2011 0:00,TOO BIG,NORMAL,HEALTHY,FERTILE,8/28/2012 15:40,EUTH,TIME/SPACE,HEALTHY,FERTILE
A550658,CAT,1/17/2015 11:21,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,SPAYED FEMALE,ORANGE,1/17/2013 0:00,MOVE,NORMAL,HEALTHY,ALTERED,3/10/2015 23:59,ADOPTION,PS OUTER,HEALTHY,ALTERED
A427677,CAT,12/3/2010 13:42,OWNER SUR,OTC,BLACK TABBY,DOMESTIC SHORTHAIR,FEMALE,WHITE,10/19/2010 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,12/4/2010 23:59,TRANSFER,KHS,HEALTHY,FERTILE
A427818,DOG,12/6/2010 20:13,OWNER SUR,OTC,BLACK,BEAGLE,SPAYED FEMALE,BROWN,12/6/2005 0:00,LANDLORD,NORMAL,HEALTHY,ALTERED,1/29/2011 10:43,ADOPTION,PROMO,HEALTHY,ALTERED
A396170,DOG,10/19/2009 11:57,OWNER SUR,OTC,BROWN,CHIHUAHUA - LONG HAIRED,NEUTERED MALE,BROWN,10/19/2005 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,10/31/2009 14:23,ADOPTION,WEB PF,HEALTHY,ALTERED
A112370,DOG,3/8/2006 21:47,OWNER SUR,FIELD,BLACK,ROTTWEILER,MALE,TAN,10/9/1998 0:00,AGG PEOPLE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,3/18/2006 9:08,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A424785,DOG,10/26/2010 18:58,OWNER SUR,OTC,BROWN,BOXER,SPAYED FEMALE,WHITE,12/26/2009 0:00,DESTRUC OT,NORMAL,HEALTHY,ALTERED,11/1/2010 17:06,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A478864,CAT,10/27/2012 13:06,OWNER SUR,OTC,CALICO,DOMESTIC SHORTHAIR,MALE,BROWN,9/27/2012 0:00,NO TIME,NORMAL,HEALTHY,FERTILE,10/30/2012 15:31,EUTH,CONTAG DIS,HEALTHY,FERTILE
A446911,DOG,10/26/2011 17:31,OWNER SUR,OTC,BLACK,SHIH TZU,NEUTERED MALE,WHITE,4/1/2006 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,10/27/2011 16:34,ADOPTION,INTERNET,HEALTHY,ALTERED
A493208,CAT,6/4/2013 14:03,OWNER SUR,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,6/4/2010 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,6/5/2013 18:41,FOSTER,MEDICAL,HEALTHY,ALTERED
A361122,CAT,9/1/2008 11:34,OWNER SUR,OTC,BROWN TABBY,DOMESTIC MEDIUMHAIR,MALE,WHITE,7/29/2008 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,9/5/2008 12:10,EUTH,TOO YOUNG,HEALTHY,FERTILE
A501011,CAT,8/19/2013 17:22,OWNER SUR,OTC,CALICO,DOMESTIC SHORTHAIR,FEMALE,MUTED,4/19/2013 0:00,ALLERGIC,FEARFUL,HEALTHY,FERTILE,9/13/2013 19:41,EUTH,CONTAG DIS,HEALTHY,FERTILE
A374945,CAT,2/20/2009 13:23,OWNER SUR,OTC,ORANGE,DOMESTIC SHORTHAIR,MALE,WHITE,6/20/2008 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,3/11/2009 15:18,EUTH,CONTAG DIS,HEALTHY,FERTILE
A368072,DOG,11/28/2008 19:37,OWNER SUR,OTC,BLACK,SIBERIAN HUSKY,FEMALE,WHITE,11/28/2004 0:00,LANDLORD,NURSING,HEALTHY,FERTILE,12/4/2008 14:57,TRANSFER,KHS,HEALTHY,FERTILE
A417657,DOG,7/31/2010 17:49,OWNER SUR,OTC,WHITE,PIT BULL TERRIER,FEMALE,BROWN,7/31/2008 0:00,OWNER PROB,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,8/4/2010 17:34,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A495877,CAT,7/3/2013 13:45,OWNER SUR,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,7/3/2012 0:00,AGG PEOPLE,NORMAL,HEALTHY,ALTERED,7/11/2013 18:03,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A384304,DOG,6/30/2009 23:14,OWNER SUR,FIELD,BROWN,PIT BULL TERRIER,MALE,BLACK BRINDLE,6/30/2008 0:00,COMPET ATT,NORMAL,HEALTHY,FERTILE,7/1/2009 14:48,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A434986,CAT,4/11/2011 13:01,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,SPAYED FEMALE,GRAY,4/11/2001 0:00,MOVE,NORMAL,HEALTHY,ALTERED,4/15/2011 16:18,EUTH,TOO OLD,HEALTHY,ALTERED
A303136,DOG,12/12/2012 13:28,OWNER SUR,OTC,TRICOLOR,BEAGLE,SPAYED FEMALE,TAN,9/9/2006 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,12/26/2012 23:59,FOSTER,MEDICAL,HEALTHY,ALTERED
A409038,CAT,4/9/2010 13:30,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,4/9/2007 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,4/15/2010 15:29,EUTH,TIME/SPACE,HEALTHY,ALTERED
A458497,CAT,5/23/2012 17:50,RETURN,ADOPTION,ORANGE,DOMESTIC MEDIUMHAIR,NEUTERED MALE,WHITE,3/30/2007 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,6/1/2012 13:21,ADOPTION,WALK IN,HEALTHY,ALTERED
A438484,DOG,6/2/2011 8:39,OWNER SUR,OTC,WHITE,BRITTANY,FEMALE,RED,6/3/1998 0:00,NEW BABY,AGED,TREATABLE/MANAGEABLE,FERTILE,6/3/2011 8:44,TRANSFER,RESCUE GRP,TREATABLE/MANAGEABLE,FERTILE
A449235,CAT,12/14/2011 16:20,OWNER SUR,OTC,CALICO,DOMESTIC SHORTHAIR,FEMALE,BROWN TABBY,6/14/2010 0:00,NOFRIENDLY,FEARFUL,HEALTHY,FERTILE,12/23/2011 18:24,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A368274,CAT,12/2/2008 9:27,OWNER SUR,OTC,BROWN TABBY,DOMESTIC LONGHAIR,NEUTERED MALE,WHITE,12/2/2007 0:00,MOVE,NORMAL,HEALTHY,ALTERED,12/6/2008 15:36,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A411725,DOG,5/15/2010 15:29,OWNER SUR,OTC,BLACK,AUSTRALIAN CATTLE DOG,SPAYED FEMALE,WHITE,12/25/2009 0:00,COST,FEARFUL,HEALTHY,ALTERED,7/31/2010 11:46,ADOPTION,PS HURST,HEALTHY,ALTERED
A313942,DOG,6/12/2007 14:22,EUTH REQ,OTC OWNED,BROWN,BEAGLE,FEMALE,WHITE,6/12/1995 0:00,EUTH OLD,AGED,UNHEALTHY/UNTREATABLE,FERTILE,6/12/2007 15:11,EUTH,REQUESTED,HEALTHY,FERTILE
A320669,DOG,8/1/2007 16:52,EUTH REQ,OTC OWNED,GRAY,SIBERIAN HUSKY,SPAYED FEMALE,BLACK,8/1/1993 0:00,ILL,AGED,UNHEALTHY/UNTREATABLE,ALTERED,8/1/2007 17:04,EUTH,REQUESTED,HEALTHY,ALTERED
A429877,DOG,1/13/2011 19:30,OWNER SUR,OTC,RED,REDBONE COONHOUND,SPAYED FEMALE,WHITE,6/13/2010 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,1/16/2011 14:57,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A392348,CAT,8/25/2009 15:31,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,MALE,GRAY,6/25/2009 0:00,ALLERGIC,NORMAL,HEALTHY,FERTILE,9/8/2009 13:23,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A391447,DOG,8/14/2009 13:05,OWNER SUR,OTC,BLACK,SCHNAUZER - STANDARD,FEMALE,WHITE,8/14/2003 0:00,COST,NORMAL,HEALTHY,FERTILE,8/16/2009 14:29,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A364846,DOG,10/18/2008 10:57,EUTH REQ,OTC OWNED,BLACK,GERMAN SHEPHERD DOG,MALE,BROWN,10/18/2003 0:00,EUTH BEHAV,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,10/18/2008 11:48,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A424747,DOG,10/26/2010 10:42,OWNER SUR,OTC,BROWN,PIT BULL TERRIER,FEMALE,BLACK,5/26/2010 0:00,BITES,FEARFUL,HEALTHY,FERTILE,11/8/2010 16:31,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A402970,CAT,1/19/2010 18:46,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,1/19/2009 0:00,COST,NORMAL,HEALTHY,FERTILE,2/10/2010 13:37,EUTH,TIME/SPACE,HEALTHY,FERTILE
A427678,CAT,12/3/2010 13:42,OWNER SUR,OTC,BLACK TABBY,DOMESTIC SHORTHAIR,FEMALE,WHITE,10/19/2010 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,12/4/2010 23:59,TRANSFER,KHS,HEALTHY,FERTILE
A343961,DOG,3/12/2008 15:04,EUTH REQ,OTC OWNED,WHITE,WELSH CORGI - CARDIGAN,FEMALE,TAN,3/12/1998 0:00,EUTH OLD,AGED,UNHEALTHY/UNTREATABLE,FERTILE,3/12/2008 15:36,EUTH,REQUESTED,HEALTHY,FERTILE
A409042,DOG,3/2/2013 12:27,OWNER SUR,OTC,CREAM,POMERANIAN,NEUTERED MALE,CREAM,11/25/2008 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,3/5/2013 12:17,ADOPTION,INTERNET,HEALTHY,ALTERED
A344014,DOG,3/13/2008 8:26,OWNER SUR,OTC,BLACK,LABRADOR RETRIEVER,FEMALE,BLACK,1/13/2008 0:00,COST,NORMAL,HEALTHY,FERTILE,3/13/2008 14:41,EUTH,MEDICAL,HEALTHY,FERTILE
A377395,DOG,3/15/2009 15:43,OWNER SUR,OTC,YELLOW,LABRADOR RETRIEVER,NEUTERED MALE,WHITE,6/15/2008 0:00,VOCAL,NORMAL,HEALTHY,ALTERED,3/16/2009 23:59,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A357451,CAT,7/22/2008 17:19,OWNER SUR,OTC,SEAL POINT,SIAMESE,NEUTERED MALE,GRAY,1/22/2007 0:00,BITES,NORMAL,HEALTHY,ALTERED,8/11/2008 15:12,EUTH,CONTAG DIS,HEALTHY,ALTERED
